total_cores,cores_per_numa,sockets,numa_nodes,clock_speed,turbo_clock,l1_cache,l2_cache,l3_cache,memory_type,memory_size,memory_bandwidth
96,12,2,8,2.1,3.5,0.0183,0.468,0.512,2,0.1875,0.371
