total_cores,cores_per_numa,sockets,numa_nodes,clock_speed,turbo_clock,l1_cache,l2_cache,l3_cache,memory_type,memory_size,memory_bandwidth
96,48,2,2,2.3,3.6,0.019,0.157,0.822,0,0.25,0.2
